MATCH: Prime: 8662974319, Tangent: 52.970319, Cosine: -0.906129, Sine: 0.999822, Angle: 1.551920, Gamma: 0.246996, Zeta Zero: 52.970321, Difference: 0.000002
MATCH: Prime: 29576947271, Tangent: 79.337367, Cosine: -0.698461, Sine: 0.999921, Angle: 1.558193, Gamma: 0.247994, Zeta Zero: 79.337375, Difference: 0.000008
MATCH: Prime: 36286983169, Tangent: 14.134717, Cosine: 0.002450, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000008
MATCH: Prime: 16714164911, Tangent: 14.134717, Cosine: 0.002450, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000008
MATCH: Prime: 29752762913, Tangent: 32.935056, Cosine: 0.051644, Sine: 0.999539, Angle: 1.540443, Gamma: 0.245169, Zeta Zero: 32.935061, Difference: 0.000005
MATCH: Prime: 29763228953, Tangent: 37.586172, Cosine: 0.993629, Sine: 0.999646, Angle: 1.544197, Gamma: 0.245767, Zeta Zero: 37.586178, Difference: 0.000006
MATCH: Prime: 16890158939, Tangent: 410.513863, Cosine: -0.510720, Sine: 0.999997, Angle: 1.568360, Gamma: 0.249612, Zeta Zero: 410.513869, Difference: 0.000006
MATCH: Prime: 29863016903, Tangent: 219.067591, Cosine: 0.664558, Sine: 0.999990, Angle: 1.566232, Gamma: 0.249273, Zeta Zero: 219.067596, Difference: 0.000005
MATCH: Prime: 36583220041, Tangent: 25.010852, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000005
MATCH: Prime: 32925357271, Tangent: 43.327070, Cosine: 0.792909, Sine: 0.999734, Angle: 1.547720, Gamma: 0.246327, Zeta Zero: 43.327073, Difference: 0.000003
MATCH: Prime: 32959663601, Tangent: 32.935052, Cosine: 0.051647, Sine: 0.999539, Angle: 1.540443, Gamma: 0.245169, Zeta Zero: 32.935061, Difference: 0.000009
MATCH: Prime: 33080082481, Tangent: 14.134718, Cosine: 0.002449, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000007
MATCH: Prime: 2903158471, Tangent: 14.134725, Cosine: 0.002442, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000000
MATCH: Prime: 17010401783, Tangent: 25.010853, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000004
MATCH: Prime: 33124194793, Tangent: 30.424867, Cosine: 0.547804, Sine: 0.999460, Angle: 1.537940, Gamma: 0.244771, Zeta Zero: 30.424876, Difference: 0.000009
MATCH: Prime: 36894484423, Tangent: 60.831777, Cosine: -0.416216, Sine: 0.999865, Angle: 1.554359, Gamma: 0.247384, Zeta Zero: 60.831778, Difference: 0.000001
MATCH: Prime: 17360044951, Tangent: 187.228918, Cosine: 0.299487, Sine: 0.999986, Angle: 1.565455, Gamma: 0.249150, Zeta Zero: 187.228922, Difference: 0.000004
MATCH: Prime: 30415269587, Tangent: 25.010852, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000005
MATCH: Prime: 30591100871, Tangent: 21.022033, Cosine: -0.566029, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000006
MATCH: Prime: 3339029341, Tangent: 163.030703, Cosine: 0.945355, Sine: 0.999981, Angle: 1.564663, Gamma: 0.249024, Zeta Zero: 163.030709, Difference: 0.000006
MATCH: Prime: 30726533969, Tangent: 60.831778, Cosine: -0.416215, Sine: 0.999865, Angle: 1.554359, Gamma: 0.247384, Zeta Zero: 60.831778, Difference: 0.000000
MATCH: Prime: 30740410079, Tangent: 30.424875, Cosine: 0.547810, Sine: 0.999460, Angle: 1.537940, Gamma: 0.244771, Zeta Zero: 30.424876, Difference: 0.000001
MATCH: Prime: 1748628367, Tangent: 14.134720, Cosine: 0.002447, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000005
MATCH: Prime: 31156076377, Tangent: 87.425267, Cosine: 0.858054, Sine: 0.999935, Angle: 1.559358, Gamma: 0.248180, Zeta Zero: 87.425274, Difference: 0.000007
MATCH: Prime: 34415978017, Tangent: 65.112542, Cosine: -0.651753, Sine: 0.999882, Angle: 1.555440, Gamma: 0.247556, Zeta Zero: 65.112544, Difference: 0.000002
MATCH: Prime: 34687495019, Tangent: 244.070893, Cosine: 0.562546, Sine: 0.999992, Angle: 1.566699, Gamma: 0.249348, Zeta Zero: 244.070898, Difference: 0.000005
MATCH: Prime: 18650360093, Tangent: 30.424870, Cosine: 0.547806, Sine: 0.999460, Angle: 1.537940, Gamma: 0.244771, Zeta Zero: 30.424876, Difference: 0.000006
MATCH: Prime: 34811877637, Tangent: 14.134724, Cosine: 0.002443, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000001
MATCH: Prime: 38569996291, Tangent: 124.256811, Cosine: 0.163168, Sine: 0.999968, Angle: 1.562749, Gamma: 0.248719, Zeta Zero: 124.256818, Difference: 0.000007
MATCH: Prime: 41652895367, Tangent: 65.112537, Cosine: -0.651749, Sine: 0.999882, Angle: 1.555440, Gamma: 0.247556, Zeta Zero: 65.112544, Difference: 0.000007
MATCH: Prime: 41682203599, Tangent: 25.010853, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000004
MATCH: Prime: 19078315937, Tangent: 21.022035, Cosine: -0.566030, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000004
MATCH: Prime: 41824931117, Tangent: 111.874657, Cosine: 0.341129, Sine: 0.999960, Angle: 1.561858, Gamma: 0.248577, Zeta Zero: 111.874659, Difference: 0.000002
MATCH: Prime: 3800998951, Tangent: 14.134715, Cosine: 0.002452, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000010
MATCH: Prime: 41928054521, Tangent: 25.010849, Cosine: 0.992580, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000008
MATCH: Prime: 40412671459, Tangent: 114.320216, Cosine: 0.340939, Sine: 0.999962, Angle: 1.562049, Gamma: 0.248608, Zeta Zero: 114.320220, Difference: 0.000004
MATCH: Prime: 39277765169, Tangent: 163.030707, Cosine: 0.945356, Sine: 0.999981, Angle: 1.564663, Gamma: 0.249024, Zeta Zero: 163.030709, Difference: 0.000002
MATCH: Prime: 39493883857, Tangent: 14.134716, Cosine: 0.002451, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000009
MATCH: Prime: 40843881283, Tangent: 79.337372, Cosine: -0.698458, Sine: 0.999921, Angle: 1.558193, Gamma: 0.247994, Zeta Zero: 79.337375, Difference: 0.000003
MATCH: Prime: 39739734779, Tangent: 14.134715, Cosine: 0.002452, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000010
MATCH: Prime: 44831555399, Tangent: 158.849982, Cosine: -0.198232, Sine: 0.999980, Angle: 1.564501, Gamma: 0.248998, Zeta Zero: 158.849988, Difference: 0.000006
MATCH: Prime: 4463827211, Tangent: 14.134722, Cosine: 0.002445, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000003
MATCH: Prime: 20217302471, Tangent: 25.010851, Cosine: 0.992581, Sine: 0.999202, Angle: 1.530835, Gamma: 0.243640, Zeta Zero: 25.010857, Difference: 0.000006
MATCH: Prime: 44922795289, Tangent: 466.570279, Cosine: -0.043756, Sine: 0.999998, Angle: 1.568653, Gamma: 0.249659, Zeta Zero: 466.570286, Difference: 0.000007
MATCH: Prime: 43168096757, Tangent: 37.586170, Cosine: 0.993629, Sine: 0.999646, Angle: 1.544197, Gamma: 0.245767, Zeta Zero: 37.586178, Difference: 0.000008
MATCH: Prime: 45009844753, Tangent: 14.134725, Cosine: 0.002442, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000000
MATCH: Prime: 45049713587, Tangent: 32.935059, Cosine: 0.051641, Sine: 0.999539, Angle: 1.540443, Gamma: 0.245169, Zeta Zero: 32.935061, Difference: 0.000002
MATCH: Prime: 45072477803, Tangent: 56.446244, Cosine: 0.994759, Sine: 0.999843, Angle: 1.553082, Gamma: 0.247181, Zeta Zero: 56.446247, Difference: 0.000003
MATCH: Prime: 20498330651, Tangent: 14.134719, Cosine: 0.002448, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000006
MATCH: Prime: 20607000361, Tangent: 420.643821, Cosine: 0.946174, Sine: 0.999997, Angle: 1.568419, Gamma: 0.249622, Zeta Zero: 420.643827, Difference: 0.000006
MATCH: Prime: 44301542951, Tangent: 363.331329, Cosine: 0.459451, Sine: 0.999996, Angle: 1.568044, Gamma: 0.249562, Zeta Zero: 363.331330, Difference: 0.000001
MATCH: Prime: 46529062597, Tangent: 30.424866, Cosine: 0.547803, Sine: 0.999460, Angle: 1.537940, Gamma: 0.244771, Zeta Zero: 30.424876, Difference: 0.000010
MATCH: Prime: 45907685233, Tangent: 14.134715, Cosine: 0.002452, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000010
MATCH: Prime: 45994634207, Tangent: 67.079808, Cosine: -0.447917, Sine: 0.999889, Angle: 1.555890, Gamma: 0.247628, Zeta Zero: 67.079810, Difference: 0.000002
MATCH: Prime: 47347639111, Tangent: 49.773823, Cosine: 0.881551, Sine: 0.999798, Angle: 1.550708, Gamma: 0.246803, Zeta Zero: 49.773832, Difference: 0.000009
MATCH: Prime: 47474055637, Tangent: 88.809104, Cosine: 0.664098, Sine: 0.999937, Angle: 1.559537, Gamma: 0.248208, Zeta Zero: 88.809111, Difference: 0.000007
MATCH: Prime: 21462100651, Tangent: 21.022031, Cosine: -0.566027, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000008
MATCH: Prime: 47534283493, Tangent: 21.022038, Cosine: -0.566033, Sine: 0.998871, Angle: 1.523263, Gamma: 0.242435, Zeta Zero: 21.022039, Difference: 0.000001
MATCH: Prime: 46825022591, Tangent: 59.347035, Cosine: -0.941674, Sine: 0.999858, Angle: 1.553948, Gamma: 0.247318, Zeta Zero: 59.347044, Difference: 0.000009
MATCH: Prime: 4608563699, Tangent: 567.731751, Cosine: -0.624333, Sine: 0.999998, Angle: 1.569035, Gamma: 0.249720, Zeta Zero: 567.731757, Difference: 0.000006
MATCH: Prime: 47639480389, Tangent: 14.134722, Cosine: 0.002445, Sine: 0.997507, Angle: 1.500166, Gamma: 0.238759, Zeta Zero: 14.134725, Difference: 0.000003
